Q1,奔驰,奔驰GL级,方向机 重 ， 助力 泵 ， 方向机 都 换,技师说 车主说 新 都 换 车主说 助力 泵 ， 方向机 技师说 车主说 换 方向机 带 车主说 技师说 车主说 助力 重 ， 这车 匹配 技师说 不 需要 技师说 更换 部件 问题 车主说 跑 快 还好 点 ， 倒车 重 很 。 技师说 非常 重 车主说 ， 累人 技师说 车主说 觉得 ， 车主 以前 没 重 ， 选 助理 泵 换 不行 ， 放 机换 ， 现在 还 不 知道 车主 解释 。 技师说 技师说,随时 联系
Q24,现代,瑞纳,13 年 瑞纳 现在 噪音 大 ， 低速 挡 怠速 不稳 ， 积碳 好像 ， 处理,技师说 噪音 大是 发动机 发出 ， 行驶 起来 噪音 大 车型 轮胎 ， 质量 比较 不好 ， 容易 变形 ， 发出 噪音 。 技师说 怠速 不 稳定 ， 清洗 一下 节气门 体 ， 做个 匹配 ， 检查一下 火花塞 ， 点火 情况 ， 车辆 现在 行驶 公里 。 车主说 68000 公里 ， 车主说 好像 车轮 ， 去年 换 邓禄普 ， 去年 没有 莫大 声音 技师说 。 更换 轮胎 行驶 公里 ？ 车 普遍 ， 轮胎 都 会 噪音 ， 轮胎 ， 正常 行驶 起来 气 不能 太高 ， 太高 会 发出 噪音 。 车主说 跑啦 100 00 技师说 。 说 这种 情况 轮胎 噪音 多一点 ， 检查一下 轮胎 ， 滑轮 有没有 偏磨 现象 有没有 出现 ， 磨得 高低不平 情况 ？ 车主说 之前 锦湖 车主说 滑轮 技师说 锦湖 轮胎 以前 普遍 都 问题 。 后来 好多 车型 都 更换 ， 邓禄普 ， 轮胎 相对来说 噪音 比较 小 。 技师说 这是 龙胎 ， 表面 花纹 。 车主说 才 一年 问题 技师说 说 不准 ， 原车 轮胎 ， 将近 一年 时间 出现 变形 情况 ， 行驶 路况 关系 ， 说 噪音 大 ， 行驶 起来 声音 ， 肯定 轮胎 问题 轴承 问题 ， 先 轴承 问题 排除 ， ， 轮胎 问题 。 这种 车 尤其 前轮 轴承 容易 发出声音 ， 检查一下 。 车主说 好 技师说 先 检查 ， 问题 ， 只能 ， 一项 一项 排除,噪音 大 ， 行驶 起来 出现 问题 ， 先 检查 轮胎 轴承 是不是 出现 印象 ， 轴承 没 问题 ， 轮胎 发出 声音 。 清洗 积炭 主要 清洗 节气门 体 ， 进气 系统 ， 发动机 燃烧室 ， ， 燃油 系统 喷油嘴 ， 都 专用 清洗剂 ， 定期 做 保养 清洗 。
Q25,现代,朗动,大师 你们好 ， 现代 朗 动车 最近 右 前轮 部位 响声 ， 噋 噋 响 ， 低速 30 迈速 倒车 往右边 方向 时 比较 响 ， 这种 响声 一次 困扰 好几个 月 ， 去 修理厂 问 师傅 说 方向机 事 说 减震器 顶胶 事 ， 说 平衡杆 球头 事 ， 请问 响声 到底 是从 部位 发出 ， 请 大师 准确 解答 ， 谢谢 ！ ！ ！,技师说 说 这种 情况 ， 这种 响声 情况 下 比较严重 ， 减速带 不平 路面 会 不会 发出 响声 ？ 底盘 有没有 检查 ？ 球头 问题 ， 脚头 问题 ， 都 检查 出来 ， 他会 松旷 地方 。 技师说 减震器 ， 顶胶 问题 检查一下 ， 搬 下 轮胎 ， 看 有没有 间隙 ， 上面 压力 轴承 ， 方向 跟着 一块 移动 ， 损坏 会 发出声音 ， 方向 减震器 最 上端 ， 感受 。 车主说 小小的 护坡 小洞 响声 ， 平 路 往右边 方向 倒车 往右边 方向 都 响声 车主说 是不是 刹车片 松动 ？ 车主说 都 检查 ， 球头 没有 松动 迹象 技师说 响声 摩擦 声音 ， 比较 清脆 声音 。 技师说 刹车片 不会 松动 ， 刹车 分泵 回 位 支架 ， 有时候 时间 长 会 松动 ， 脚 踹 一下 ， 看 有没有 响声 知道 ， 转向 出现 问题 都 ， 减震器 压力 ， 轴承 比较 多一点 。 车主说 判断 ， 这种 现象 地方 发出 声音 ？ 技师说 感觉 减震器 上面 顶胶 压力 轴承 出现 问题 ， ， 车系 地方 都 容易 出现 问题 ， 不是 太大 问题 。 车主说 压力 轴承 部位 ？ 车主说 更换 钱 ？ 技师说 压力 轴承 打开 前机 盖 减震器 最 上端 。 保修期 三年 6 万公里 ， 自费 ， 材料费 ， 一百块 钱 左右 不到 ， 工时费 ， 外面 修理厂 50 80 。 车主说 是不是 镶 顶胶 里面 轴承 ？ 技师说 ， 最好 ， 看 一下顶 胶 有没有 间隙 ， 有婕茜 最后 一块 更换 效果 比较 好 。 车主说 顶胶 总成 钱 ？ 技师说 一百 左右 材料费 。,现在 检查 这种 情况 ， 底盘 平衡杆 ， 胶套 拉杆 球头 都 没有 松旷 地方 ， 转向 出现 异响 ， 可能 减震器 顶胶 压力 轴承 出现 问题 ， 先 检查一下 有没有 间隙 ， 转向 减震器 上端 ， 检查一下 会 不会 出现 响声 ， 更换费用 一对 大概 400 左右
Q26,丰田,雷凌,驾驶座 底部 侧面 凹 进去 30 厘米 得修 钱,技师说 你好 ！ 修理厂 修复 喷漆 大概 需要 300 元 左右 价格 ， 参考 下 ， 希望 帮到,你好 ！ 修理厂 钣金 修复 喷漆 需要 300 元 左右 价格 ， 参考 下 ， 希望 帮到 ！
Q27,长安,逸动,长安 逸动 三厢车 ， 减速带 甩尾 严重 。 前轮 刹车 右轮 刹车片 磨损 严重 ， 换 过分 泵 以后 依然 。 求 大师 指教,技师说 有没有 检查一下 后面 减震器 ， 轮胎 磨损 情况 ？ 技师说 ABS 灯亮 ， 看 一下 是不是 传感器 工作 不良 ？ 说 线路 出现 问题 ？ 车主说 。 后轮 该换 车主说 减震器 快速 过坎 直接 到底 技师说 检查 问题 都 一块 处理 ， 问题 ， 很 简单 。 车主说 意思 先换 轮胎 ？ 技师说 ， 前面 轮胎 放在 后面 。 轮胎 肯定 必须 要换 ， 不 处理 ， 发现 问题 ， 问题 排除 不了 车主说,这种 情况 先 后面 轮胎 更换 处理 一下 ， 轮胎 花纹 不 ， 肯定 会 出现 这种 情况 ， 减震器 损坏 必须 更换 ， 处理 以后 ， 才能 检查 地方 有没有 问题 。
Q28,北汽幻速,北汽幻速S3,刚买 17 款 幻速 S3 驾驶座 螺丝 松动 去 4S 处理 要钱 ？ 不用 带上 保养 本本 ？,技师说 你好 ！ 车子 还 质保 期内 去 4S店 检测 质量 故障 问题 免费 维修 ， 带上 购买 车辆 资料 去 4S店 检查 下 ， 希望 帮到 车主说 ， 知道 ， 谢谢 ！,你好 ！ 车子 还 质保 期内 ， 去 4S店 检测 出厂 质量 故障 免费 维修 ， 希望 帮到 ！
Q29,别克,君越,09 年 别克君 越 、 车子 发动 空调 电子 扇 停不下来,技师说 提出 问题 ， 车辆 开启 空调 状态 下 ， 电子 扇 本身 会 处于 转动 。 这种 情况 正常 车主说 车子 发动 电子 扇 高速 转 技师说 。 本身 技师说 不是 说 开启 空调 再会 车主说 关键 没 开 空调 技师说 第一次 问到 问 开 空调 技师说 没有 开启 空调 状态 下 ， 电子 扇 处于 高速旋转 ， 这种 情况 可能 水温 传感器 损坏 ， 线路 方面 接触不良 现象 ， 发动机 处于 高温 状态 下 都 会 造成 这种 现象 ， 最好 修理厂 ， 维修 人员 使用 电脑 ， 先帮 去 提 ， 检查一下 ， 检查一下 防冻液 是否 严重 ， 缺少 车主说 水温 正常 、 启动 电子 扇 都 高速 转 技师说 ， 去 修理厂 4s店 找 人去 帮 检查 下 车主说 开 一天 水温 都 90 度 技师说 车主说 车主说 水温 传感器 技师说 缸盖 上 车主说 车主说 一边 车主说 帮 看看 技师说 右边 壳子 都 拆掉,开启 空调 状态 下 风扇 处于 高速运转 状态 下 这是 正常
Q30,奥迪,奥迪Q3,车开 三年 ， 有人 推荐 延保 ， 必要 购买 ？,技师说 延保 4s店 推出 活动 ， ， 顾客 去 店里 做 保养 ， 回头客 ， 延保 ， 都 条件 ， ， 不 仔细阅读 ， 可能 会 钻 空 。 买 这种 情况 很少 ， 车辆 平时 开 比较 ， 选择 购买 车主说 钻 空 ？ 技师说 保修 内容 一定 确定 ， 包括 油封 漏油 ， 易损件 都 不 延保 范围 之内 ， ， 延保 ， 损坏 以后 自费 。 ， 保修 大多 都 不 可能 损坏 东西 ， 发动机 ， 主要 零配件 。 车主说 油封 漏油 包含 。 车主说 正式 链条 技师说 包含 ， ， 车型 ， 特别 容易 漏油 漏水 情况 ， 尤其 正时 链条 容易 出现 问题 ， 说 ， 条款 都 看好 以后 ， 决定 ， 购买 东西 。 车主说 谢谢 。 技师说 不客气 ！ 祝您 用车 愉快 ！ 车主说 谢谢 ， 方便 加个 微信 技师说 平台 不 允许 留 联系方式 ， 都 规定 ， 请 理解 。 点击 头像 下方 ， 关注 疑问 ， 随时 解答 车主说 其实 做 延保得 ， 明天 销售 车 客户 ， 询问 相关 知识 ， 技师说 ， 说 东西 ， 4s店 ， 地方 都 东西 ， 目的 吸引 顾客 ， 深入 讲解 一下 ， 车辆 ， 东西 损坏 以后 需要 费用 ， 算 经济账 ， 理解 。 说白了 ， 主要 ， 价格 以后 使用 做 对比 。 车主说 现在 不 清楚 客户 品牌 车辆 到底 哪些地方 易损 ， 需要 更换 。 刚才 告诉 q3 ， 却 不 知道 ， 技师说 大众 系列 ， 包括 奥迪 系列 ， 车 问题 相对来说 比较 ， 正时 一套 ， 大众 车型 好多 都 出现 问题 ， 他用 发动机 基本上 差不多 。 技师说 车辆保养 手册 翻出来 ， 厂家 ， 保修 ， 零配件 ， 参考 一下 。 车主说 主要 负责 品牌 很多 技师说 很 简单 ， 每个 。 品牌 保养 手册 ， 厂家 质量 担保 手册 ， 阅读 一下 ， 几样 东西 ， 每个 车型 都 差不多 车主说 福特 品牌 ？ 长安 品牌 技师说 两款 品牌 ， 目前 现在 发动机 故障率 都 比较 低 。 保修 ， 主要 发动机 零件 一块 变速器 ， 尤其 自动 变速器 出现 问题 车主说 变速器 。 主要 问题 。 技师说 肯定 里面 轴承 齿轮 压 出现 问题 ， 自动 变速器 ， 自动 变速器 ， 控制系统 出现 问题 ， 变速器 当中 车主说 主要 出现 问题 体现 ？ 油封 机油 漏油 ， 说 轴承 齿轮 压是 ？ 技师说 后续 延保 ， 说白了 买 保险 ， 客户 车 没有 问题 ， 净赚 ， ， 遇上 问题 ， 肯定 客户 ， 比较 占便宜 ， 买 保险 一模一样 。 变速器 ， 自动挡 容易 出现 异响 ， 控制阀 板 损坏 ， 比较 大 零部件 ， 维修 都 两三千 以上 ， 手动 变速箱 容易 ， 变速器 里面 都 曾 出现 问题 ， 齿轮 磨损 ， 主要 两个 问题 。 车主说 每次 询问 收费 。 技师说 里面 不是 付费 条件 ？ 两元 ， 有效期 12 小时 。 五元 十元 ， 时间 比较 长 一点 ， 24 小时 左右 。 车主说 明白 ， 感谢 。 车主说 愿意 加 186 7335 车主说 0802 技师说 不客气 。 技师说 平台 上 不要 留下 联系方式 ， 不会 添加 任何人 联系方式 ， 小心 泄露 个人 信息 。 对话 别人 都 看见 。 汽车 大师 名义 ， 添加 所有 信息 ， 千万 不要 添加 ， 都 不会 添加 ， 都 规定 。 车主说 明白 。 没事 ， 有事 再 咨询 。 技师说 好 。,车辆 延保 ， 现在 很多 人 车辆 比较 重视 ， ， 零部件 ， 重要 零部件 ， 后期 维修 ， 费用 比较 高 。 延保 很大 优势
Q31,江淮,同悦,车 红色 ， 上面 飞溅 上面 白漆 ， 可能 停车 路边 干铁艺 喷漆 溅 上面 ， ？,技师说 你好 这种 情况 赶紧 修理厂 ， 维修 人员 帮 找点 汽油 擦 一下 ， 油漆 没有 彻底 干透 ， 擦起来 车主说 发现 已经 好 几天 技师说 先 去 试一下 。 汽油 擦 一下 。 擦 不 起来 ， 只能 重新 喷漆,油漆 没有 彻底 干透 使用 汽油 擦起来 已经 干透 只能 重新 喷漆
Q32,马自达,马自达6,马自达6 车漆 养护,技师说 你好 定期 车漆 做 打蜡 镀金 打蜡 能够 车漆 表面 形成 一种 保护膜 。 镀金 防止 酸雨 腐蚀 太阳 暴晒 。 技师说 形成 一种 很 好 保护 车主说 马自达6 5 年 ， 表面 轻微 划伤 。 接下来 保养 车主说 对车 无副作用 技师说 做 抛光 打蜡 好 车主说 抛光 无副作用 ， 磨掉 一侧 原车 漆 不 更 薄 车主说 淘宝 卖 打蜡 有用吗 请问 技师说 一点点 不会 影响 太 大 技师说 没有 弄 不了 。 需要 使用 抛光机 才 起到 很 好 效果,定期 做 镀金 打蜡 能够 起到 很 好 保护 车漆 作用
Q33,长安欧尚,欧诺,老师 。 长安 欧诺 12 年款 1.5 vvt 待机 2500 转 ， 怕怕 响 怎么回事 。 煤气 打火 灶 声音 。 跑 起来 80 码 响 ， 请 老师 告知,技师说 故障 现象 车龄 ， 需要 检查 发动机 皮带 皮带轮 ， 特别 张紧 轮 ， 确认 更换 即可 。 车主说 跑 6 万多公里 ， 车主说 待机 2500 转 响 。 车主说 跑 80 码 以上 响 ， 车主说 长安 欧诺 皮带 ， 链条 车主说 换个 皮带 钱 ， 车主说 声音 很 脆弱 技师说 外面 都 皮带 ， 店 顺便 确认 下 ， 具体 价格 建议 咨询 当地 维修点 。 车主说 待机 2500 转才响 ， 2500 转 待机 不响 。 低于 2500 转 不响 ， 怕 ， 怕 ， 怕 ， 声音 。 煤气 打火 灶 声音 。 车主说 发动机 里面 链条 ？ 车主说 不是 坏 ， 车主说 老师 估计 一下 ， 长安 欧诺 ， 皮带 大约 钱 。 车主说 ？ 技师说 不会 里面 坏 ， 外面 皮带 张紧 轮 比较 技师说 不贵 一套 最 几百块,建议 检查 确认 发动机 皮带 张紧 轮 ， 确认 更换 即可 。
Q34,现代,名图,那车 北京 现代 2014 款 名图 ， 太阳 晒 一会 ， 打开 车门 ， 气味 很难 问 ， 开 一会 车 ， 人 感觉 头 昏昏 。,技师说 你好 这种 情况 车内 放置 竹炭 包 去 吸附 异味 买 香水 香膏 东西 去 进行 空气 得以 改善 车主说 没有 ， 是从 去年 夏天 这种 现象 ， 开 空调 感觉 ， 买 香膏 之内 东西 ， 感觉 。 技师说 没 办法 说明 车 气味 比较 敏感 车主说 朋友 前 几天 开 10 多公里 ， ， 头晕 晕 技师说 最好 开到 4S店 维修 人帮 检查一下 空调 滤芯 是不是 问题 车主说 好 ， 谢谢 技师说 不客气,买 竹炭 包 放在 车里 吸附 异味 买 香水 香膏 东西 放在 车里 进化 空气
Q35,起亚,索兰托,变速箱 油有 臭味 速度 80 迈 不 跳 档,技师说 你好 这种 现象 明显 变速箱 内部 磨损 严重 缺油 导致 建议 先到 修理厂 去 检查 变速箱 油 油液 没有 缺少 只能 拆解 变速箱 进行 大修 车主说 换 手动挡 速度 上去 技师说 臭味 还会 车主说 四档 不 跳 档 技师说 可能 变速箱 电磁阀 出脸 问题 需要 具体 拆开 检查 下 车主说 变速箱 油有 臭味 技师说 有没有 重新 更换 新 变速箱 油 试一试 车主说 没有 换 技师说 最好 先换 一下 油 试一试 车主说 好 技师说,这种 现象 建议 先 更换 新 变速箱 油 试一下 存在 这种 故障 只能 拆解 变速箱 进行 维修
Q36,长安,逸动,2015 款长 安逸 动车 ， 每次 开车 40 码到 65 码 之间 ， 坐在 车里 听到 外面 发动机 前面 呼拉呼 拉 声音 。 不 知道 问题 ？,技师说 你好 速度 之间 这种 声音 通常 都 发动机 产生 共振 现象 需要 检查 发动机 下 护板 是否 松动 检查 发动机 鸡脚 是否 损坏 检查 排气管 上 隔热板 螺丝 是否 松动 车主说 车主说 差不多 情况 ， 没 去 4S店 检查 车主说 倒车 方向盘 ， 会 嘎嘎 声音 车主说 准备 抽个 时间 去 4 S 店 检查 下 。 技师说,这种 现象 发动机 产生 共振 现象 检查 发动机 下 护板 鸡 脚架 排气管 隔热板 螺丝 是否 出 问题
Q37,荣威,荣威350,请问 荣威350 自动挡 5w 公里 具体 保养 项目 ， 变数 箱油要 换 ？,技师说 你好 五 万公里 需要 进行 一次 大 保养 。 需要 更换 东西 很多 机油 机滤 空滤 刹车油 变速箱 油 汽油 滤芯 火花塞 防冻液 都 需要 进行 更换 车主说 大概 钱 ？ 技师说 200 0 左右 车主说 ， 谢谢 ！ 技师说 不客气,五 万公里 需要 做大 保养 需要 更换 变速箱 油 刹车油 汽油 滤芯 防冻液 空调 滤芯 火花塞 都 需要 进行 更换
Q38,大众,POLO,Polo 新车 两个 月 ， 异响 处理 ， 4s店 说 没 办法 ， 请问 找 ？,技师说 你好 4S店 维修 次数 拆过 三次 都 没有 解决 好 要求 退还 车辆 。 新 三包 法内 明确规定 。 进行 厂家 电话 投诉 车主说 三包 多久 ？ 技师说 两年 五 万公里 内 都 属于 三包 期 车主说 厂家 上汽大众 ？ ， 找 经销商 技师说 。 只能 经销商 技师说 投诉 4S店 都 没有 解决办法 真的 没 办法 。 车主说 ? ? 技师说 ? ?,新车 维修 次数 超过 三次 进行 退还 车辆 。
Q39,北京,北京BJ40,bj40 仪表盘 显示 存在 故障 问题,技师说 你好 这种 情况 通常 都 灯泡 坏掉 。 倒车 雷达 出 问题 。 最好 修理厂 维修 人员 帮 使用 电脑线 具体 检查一下 看看,这种 现象 可能 灯泡 损坏 倒车 雷达 出 问题 。 建议 修理厂 找 维修 人员 帮 先 具体 检查一下
Q40,众泰,众泰SR7,车 众泰 sr7 ， 去年 车开 逐渐 少 ， 星期 开个 两三回 ， 发现 问题 超过 三天 就会 没电 启动 不了 ， 4s店 检修 多次 没 给出 原因 ， 电瓶 换 ， 车 还 4s店 放着,技师说 理论 上 每月 使用 频率 的确 很 低 不 具备 发电机 电瓶 充电 条件 电 还 没有 充满 已经 车子 熄火 一种 情况 车子 放电 地方 现在 汽车 基本上 都 电控 为主 电控 模块 质量 问题 会 出现 放电 现象 需要 借助 万用表 去 测量,万用表 电流 钳 检测 是否 放电 情况 排除故障 没有 试试 每天 行驶 断 时间 电瓶 能够 充满 电量
Q41,吉利汽车,金刚,汽车轮胎 蹭 掉 一块 橡胶 用换 轮胎,技师说 发个 具体 看看 受伤 情况 技师说 新车 ， 不 严重 ， 放在 后轮 使用 车主说 后轮 技师说 车主说 现在 不好 拍 车主说 明天 拍 技师说 ， 车主说 好像 没有 帘子 车主说 轮毂 擦伤 影响 ？ 技师说 没有 影响,后轮 使用 ， 没有 问题 ， 新车 新 轮胎 耐用
Q42,奥迪,奥迪A3 进口,15 款 进口 奥迪 a3 更换 已经 显示 18000 公里 全 液晶 仪表盘 ， 原车 已经 跑 58000 公里 ， 想 仪表盘 公里 数 调整 58000 。 期间 去 一家 ， 他家 出来 三个 调表器 ， 最后 黑色 确认 以后 仪表盘 重启 ， 公里 数 仍然 没有 改变 。 请问 没 更好 办法 。 不 改回来 没有 质保 。 哈尔滨市 ， 找 专业 地方 ， 工时费 单独 计算,技师说 调表 ， 技师说 具体 购车 日期 车主说 15 年 ， 调表器 ， 调整 不 过来 车主说 那种 小 黑色 技师说 快 出 质保 期 技师说 没有 必要 调 车主说 一年 ， 送 延堡 车主说 跑 6 万公里 ， 正是 需要 换 重要 配件 技师说 六 万公里 需要 换 配件 都 自费 技师说 所谓 大 保养,没有 办法 ， 全 液晶 仪表盘 新 产品 ， 很多 改写 里程 电脑 无法 破解 系统 ， 拆下 里程表 芯片 单片机 上 利用 汽车 数码 大师 做 改写 里程
Q43,捷豹,捷豹XF,捷豹XF 右 后视镜 换 ， 镜片 好好 外壳 列,技师说 去 4s店 更换 价格 3000 左右 ， 去 购买 价格 100 0 技师说 外壳 裂 照片 车主说 后面 外壳 没裂 车主说 前面 一圈 黑色 裂 车主说 不能 上传 车主说 照片 不 知道 发送 不 过去 车主说 照片 提示 上传 失败 车主说 方式 发图 技师说 发 不了 车主说 应该 算是 镜子 前面 一圈 黑色 裂 ， 后壳 好好 技师说 技师说 没 看到 车主说 镜 面前 一圈 车主说 前面 一圈 黑色 边框 技师说 很 明显 车主说 明显 技师说 不想 换 粘贴 试试 ， 毕竟 不 便宜 。 要换 只能 换 总成 车主说 总成 价格 再 技师说 3000 车主说 总成 三千多 车主说 4S 技师说 技师说 具体 先 打电话 咨询 车主说 4S 价格 报价 差不多 技师说 车主说 您好 刚刚 问 下 后视镜 镜框 车主说 4S 单卖 ？ 必须 换 总成 技师说 4s 没有 单卖,没有 单独 更换 配件 ， 只能 换 后视镜 总成 ， 价格 3000 左右
Q44,哈弗,哈弗H6,哈佛 H6 换 正时 皮带 后报 失火 故障码 问题,技师说 你好 ！ 这种 情况 下 需要 检验 一下 正 时 是否 正确 ， 测量 发动机 缸 压来 判断 正 时 车主说 正 时 确认 对齐 技师说 款 发动机 是不是 平衡 轴 ？ 平衡 轴 需要 记号,检查 正 时 ， 测量 缸 压
Q45,丰田,锐志,车 最近 跑 高速 开 空调 ， 跑 段时间 AC 灯会 闪烁 ， 空调 不 制冷 ， 吹出来 自然风 ， 请问 情况,技师说 电脑 检测 进入 空调 系统 是否 故障 ， 车主说 没有 车主说 都 检查 技师说 不 工作 留意 电子 扇 转 不 车主说 空调 不 工作 ， 电子 扇 不 转 车主说 修理厂 说 压缩机 问题 ， 换 不行 ， 问题 没有 解决 车主说 AC 灯闪 ， 空调 关了 会 再 开 技师说 有用 电脑 看过 空调 系统 数据流 车主说 好像 看 车主说 室内 温度 会 变化 ， 技师说 说 不 ？ 车主说 没有 技师说 室外 车主说 说 蒸发 箱 感应 温度 会 变化 车主说 室外 仪表 显示 温度 相差 不到 1 度 技师说 车子 停下来 开 空调 正常 ？ 车主说 原地 会 没有 跑 高速 频繁 技师说 空调 放大器 检查 车主说 东西 车主说 没听说过 技师说 空调 电脑板 车主说 空调 电脑板 检查 车主说 不是 空调 面板 技师说 不是 ， 空调 系统 一块 电脑板 车主说 内 听 修理厂 说 车主说 你好 位置 安装 车主说 检查 ？ 技师说 最 主要 看 数据流 不 ， 车主说 数据流 刚才 说 ， 没有 技师说 不 动作 看看 里面 数据流 ， 温度 ， 电压 技师说 电脑板 问题 车主说 好像 电脑 读 不 出来 技师说 空调 线路 检查 车主说 现在 看 数据流 技师说 好 车主说 车主说 车主说 看到 不能 技师说 看 技师说 一下 空调 面板 看看 车主说 车主说 车主说 你好 电话 ？ 打电话 技师说 电脑板 问题 车主说 电脑 版 技师说 这车 中央 显示 开 空调 显示 车主说 不 明白 意思 车主说 仪表 不 显示 车主说 空调 面板 上 显示 技师说 大屏幕 技师说 ， 车主说 导航 车主说 导航 上 不 显示 技师说 车主说 空调 面板 显示 技师说 看看 电脑板 ， 线路 检查 技师说 空调 继电器 检查 车主说 线路 看 ， 修理工 说 插头 都 没事 车主说 没有 检查 技师说 建议 先 检查一下 空调 继电器 是否 发热 不 动作 ， 如无事 看 电脑板 。 车主说 电脑 版 车主说 修理工 找 不到 技师说 电脑板 空调 格 附近 车主说 好 车主说 明天 看看 车主说 谢谢 车主说 微信 没有 技师说 好,检查一下 空调 继电器 是否 发热 不 动作 ， 检查一下 空调 电脑板 。
Q46,起亚,秀尔,12 年 起亚 秀儿 ， 中控锁 不 动作 ， 更换 锁块 ， 控制 盒 ， 线路 都 ， 遥控 双 闪亮 ， 锁 不 动作,技师说,描述 情况 分析 ， 应该 检查 遥控器 有没有 发出 频率 信号 ， 更换 控制 盒 有没有 遥控器 匹配 ， 很 高兴 解答
Q47,奥迪,奥迪A6L,仪表 上 有时 会 显示 EPC ， 原因 ， 4S店 检查 必须 要换,技师说 稍等一下 ， 帮 看 下 技师说 检测 出来 故障码 车主说 4S 检查 ， 开 没什么 异常 车主说 EPC 有时 ， 有时 没有 技师说 很多 东西 没有 必要 更换 ， 现在 故障 灯亮 ， 需要 故障码 才能 确定 车主说 4S店 检测 外面 修理厂 换 效果 会 差不多 技师说 很多 故障 灯亮 没有 关系 明白 不 ， 技师说 地方 修理厂 仪器 调取 下 故障码 ， 技师说 故障码 ， 车主说 好 技师说 ， 点击 关注 ， 随时 联系 车主说 故障 显示 燃油泵 可变 正 时 电磁阀 ， 车主说 电磁阀 电阻 不 稳定 车主说 修车 厂 说 技师说 技师说 车主说 问 ， 车子 还 没 过去 技师说 车主说 好 技师说,描述 情况 分析 ， 应该 检查 发动机 故障码 ， 故障码 判断 故障 ， 不是 随便 更换 配件 ， 很多 配件 发动机 灯亮 没有 关系 ，
Q48,大众,桑塔纳志俊,开 钥匙 门 鼓风机 转 怎么回事,技师说 检查一下 鼓风机 电阻 技师说 空调 开关 车主说 电阻 换 两个 都 没 管事 、 车主说 空调 开关 插头 拔 不行 车主说 ？ ？ 技师说 车主说 管用 技师说 技师说 好了吗,检查 电阻
Q49,别克,昂科拉,变速器 油 多久 换 一次 ？,技师说 变速箱 油 3 5 万公里 左右 需 更换 ， 最好 车主说 谢谢 ！ 作用 ？ 有换 标志 ？ 换 一次 钱 ？ 技师说 车型 变速箱 型号 ， 钱 不好 说 看 型号 牌子 地区 收费 不 。 车主说 谢谢 ！ 技师说 动作 保护 变速箱 变速箱 润滑 . 技师说 好 车主说 谢谢 。 技师说 不用谢,3 5 万公里 需 更换 变速箱 油 。
